coalition_size,Farmer_ID,shapley_earning
2,F00143,103.43297737697156
2,F00007,2300.3714057635075
3,F00143,179.20623066324063
3,F00007,3305.972940037914
3,F00098,1070.617386281765
4,F00143,229.74307582532708
4,F00007,4916.372598818125
4,F00098,1081.5152439503163
4,F00061,1559.627784757764
5,F00143,281.6418659946324
5,F00007,7961.899746507957
5,F00098,1122.8025527103646
5,F00061,1630.6314277410365
5,F00113,3202.2335203832463
6,F00143,309.62584962583753
6,F00007,9870.271485289284
6,F00098,1159.2112567414056
6,F00061,1610.217989803628
6,F00113,3102.9196749894904
6,F00182,1765.8141837582134
7,F00143,336.8010861608205
7,F00007,12117.041446853054
7,F00098,1174.1214899835884
7,F00061,1636.3151166893256
7,F00113,3177.3936500351906
7,F00182,1757.575984680358
7,F00198,2205.81236590676
8,F00143,383.50591468086463
8,F00007,15254.043825564137
8,F00098,1336.9569989606337
8,F00061,1805.7037954836537
8,F00113,3472.1285973248214
8,F00182,1968.1757389538493
8,F00198,2434.3342908664877
8,F00185,4687.784080559537
9,F00143,418.8502685354948
9,F00007,16789.044730229005
9,F00098,1474.9126840267568
9,F00061,1965.7356548403304
9,F00113,3806.9854648425885
9,F00182,2156.189205166105
9,F00198,2638.669268042071
9,F00185,5068.670954720086
9,F00010,4013.147111628461
10,F00143,476.4541999362602
10,F00007,17844.406436924543
10,F00098,1527.2090957092162
10,F00061,2180.0302276129655
10,F00113,4025.9674362194864
10,F00182,2275.3525104570776
10,F00198,2856.66428274091
10,F00185,5361.827524372275
10,F00010,4320.25554966416
10,F00105,4106.2180077288085
11,F00143,528.6802301566527
11,F00007,18949.390231824007
11,F00098,1694.920605151254
11,F00061,2337.947590042752
11,F00113,4475.13466232658
11,F00182,2498.8459772051906
11,F00198,3103.401075900239
11,F00185,6104.269924777227
11,F00010,4637.198688433833
11,F00105,4470.630395309675
11,F00201,8399.35465618847
12,F00143,559.6016699274229
12,F00007,19235.399786138398
12,F00098,1736.2907034092211
12,F00061,2432.32848747128
12,F00113,4586.938118591735
12,F00182,2527.3395290117783
12,F00198,3135.665712523744
12,F00185,6093.235573513115
12,F00010,4801.262294029987
12,F00105,4555.008175577283
